,predicted_label,label,model correct
17692,0,1,False
13808,0,1,False
14235,0,1,False
23612,0,1,False
20285,1,1,True
8023,0,0,True
4199,1,0,False
19537,1,1,True
12474,0,0,True
5012,1,0,False
2379,0,0,True
5083,1,0,False
3632,1,0,False
6140,0,0,True
20869,0,1,False
23342,1,1,True
9023,1,0,False
10227,1,0,False
4291,1,0,False
17468,1,1,True
20690,0,1,False
17641,0,1,False
3141,1,0,False
10810,1,0,False
13445,0,1,False
11112,1,0,False
8831,1,0,False
14798,1,1,True
23245,0,1,False
9075,0,0,True
24619,0,1,False
21646,0,1,False
8954,1,0,False
7169,0,0,True
9566,0,0,True
8749,1,0,False
12996,1,1,True
19097,0,1,False
5433,0,0,True
4049,0,0,True
3405,1,0,False
2647,0,0,True
18089,1,1,True
13705,0,1,False
2389,1,0,False
11664,0,0,True
11874,1,0,False
17306,0,1,False
9904,1,0,False
15635,0,1,False
3982,1,0,False
19546,1,1,True
8730,1,0,False
4379,1,0,False
13206,1,1,True
3358,1,0,False
10874,0,0,True
16025,0,1,False
19450,0,1,False
370,0,0,True
3701,0,0,True
17545,1,1,True
15943,0,1,False
14387,1,1,True
6713,0,0,True
14413,1,1,True
4831,1,0,False
21198,1,1,True
1173,1,0,False
10721,0,0,True
19750,1,1,True
23051,1,1,True
10403,0,0,True
10406,1,0,False
20994,1,1,True
10583,0,0,True
8279,1,0,False
8722,1,0,False
12339,1,0,False
16016,1,1,True
1598,0,0,True
18892,1,1,True
14073,0,1,False
5157,0,0,True
11148,0,0,True
1824,0,0,True
15940,0,1,False
15053,0,1,False
3118,0,0,True
18029,0,1,False
16028,1,1,True
24576,1,1,True
22494,1,1,True
17049,0,1,False
14983,0,1,False
912,1,0,False
14892,0,1,False
1833,1,0,False
7877,1,0,False
3013,0,0,True
19432,0,1,False
19697,1,1,True
18818,0,1,False
20134,0,1,False
22532,0,1,False
22401,0,1,False
8337,1,0,False
150,1,0,False
16654,0,1,False
17035,1,1,True
8616,1,0,False
15565,0,1,False
23610,1,1,True
976,0,0,True
6825,0,0,True
21054,0,1,False
8359,1,0,False
9955,1,0,False
15545,0,1,False
21233,1,1,True
16053,1,1,True
2092,1,0,False
10539,0,0,True
259,0,0,True
2308,1,0,False
1060,0,0,True
13370,1,1,True
22994,0,1,False
20025,1,1,True
6918,1,0,False
2258,0,0,True
4479,0,0,True
13162,1,1,True
8379,1,0,False
22002,1,1,True
5184,0,0,True
18869,1,1,True
15146,1,1,True
22979,0,1,False
12917,1,1,True
2801,1,0,False
7144,1,0,False
24753,0,1,False
13920,1,1,True
22022,0,1,False
20428,0,1,False
3066,1,0,False
6867,0,0,True
18959,0,1,False
22127,0,1,False
23240,0,1,False
188,0,0,True
23190,0,1,False
9032,1,0,False
7428,0,0,True
12663,1,1,True
23131,1,1,True
20532,0,1,False
12742,0,1,False
7655,0,0,True
11944,1,0,False
22729,1,1,True
18808,1,1,True
17341,1,1,True
5109,0,0,True
16011,0,1,False
2652,1,0,False
2506,0,0,True
3032,1,0,False
16328,0,1,False
8111,1,0,False
9496,0,0,True
8867,1,0,False
6854,1,0,False
15089,1,1,True
9267,0,0,True
10011,1,0,False
11591,0,0,True
18070,0,1,False
8165,1,0,False
6030,0,0,True
2411,1,0,False
5854,0,0,True
8567,0,0,True
22976,1,1,True
1388,0,0,True
6336,0,0,True
24777,0,1,False
1707,1,0,False
11116,0,0,True
22467,1,1,True
10677,0,0,True
7045,1,0,False
15991,0,1,False
18360,1,1,True
5917,0,0,True
20663,0,1,False
13072,1,1,True
11867,1,0,False
13993,0,1,False
3677,0,0,True
21528,0,1,False
6716,1,0,False
1364,0,0,True
11238,1,0,False
16517,1,1,True
16780,1,1,True
1930,1,0,False
22456,0,1,False
17425,1,1,True
5379,0,0,True
16395,0,1,False
22144,1,1,True
14800,0,1,False
12732,1,1,True
17011,0,1,False
116,1,0,False
14306,0,1,False
18660,1,1,True
10564,0,0,True
13995,0,1,False
21362,0,1,False
17063,0,1,False
14219,1,1,True
9911,0,0,True
3178,0,0,True
20020,1,1,True
5896,1,0,False
17212,1,1,True
22512,0,1,False
1540,1,0,False
19186,0,1,False
1164,1,0,False
9594,1,0,False
20656,1,1,True
12869,1,1,True
24778,1,1,True
12611,1,1,True
10007,1,0,False
12479,1,0,False
21894,0,1,False
5944,1,0,False
13706,1,1,True
19182,0,1,False
3801,0,0,True
20873,1,1,True
14355,1,1,True
2382,1,0,False
18692,0,1,False
13455,0,1,False
24388,0,1,False
21003,0,1,False
21907,0,1,False
24786,0,1,False
15926,0,1,False
3483,0,0,True
19297,1,1,True
4217,1,0,False
23690,1,1,True
7282,1,0,False
10671,0,0,True
13644,1,1,True
9586,0,0,True
19520,1,1,True
15071,1,1,True
8607,1,0,False
20549,0,1,False
18091,0,1,False
6651,0,0,True
13280,1,1,True
23842,0,1,False
13524,1,1,True
16694,1,1,True
3900,0,0,True
16480,1,1,True
6670,1,0,False
14691,1,1,True
15183,0,1,False
7575,1,0,False
17409,0,1,False
6611,1,0,False
10282,0,0,True
21490,1,1,True
5671,1,0,False
14386,0,1,False
17666,1,1,True
17809,0,1,False
23589,0,1,False
20176,1,1,True
17774,1,1,True
5248,0,0,True
8601,0,0,True
20399,0,1,False
5933,0,0,True
13526,1,1,True
18252,1,1,True
22780,1,1,True
21277,0,1,False
17950,1,1,True
18907,0,1,False
4355,1,0,False
17614,1,1,True
19698,1,1,True
13343,0,1,False
3384,1,0,False
14914,0,1,False
17833,1,1,True
6766,1,0,False
15121,0,1,False
22415,0,1,False
22188,0,1,False
11126,1,0,False
16859,1,1,True
2062,0,0,True
22765,1,1,True
15300,1,1,True
20754,1,1,True
6247,0,0,True
6900,0,0,True
3535,0,0,True
3105,1,0,False
22736,0,1,False
1510,1,0,False
13929,0,1,False
23206,1,1,True
858,1,0,False
21790,1,1,True
4096,0,0,True
5581,0,0,True
3773,1,0,False
2232,0,0,True
21605,1,1,True
18376,0,1,False
3119,1,0,False
24480,1,1,True
22756,1,1,True
20862,1,1,True
12965,0,1,False
13750,1,1,True
11376,0,0,True
12771,1,1,True
20645,1,1,True
16116,1,1,True
21265,1,1,True
5227,1,0,False
21944,1,1,True
7794,1,0,False
7005,1,0,False
22051,0,1,False
14709,1,1,True
9151,0,0,True
22638,0,1,False
12139,0,0,True
13625,0,1,False
21132,1,1,True
19133,0,1,False
7427,1,0,False
2822,1,0,False
5586,1,0,False
15326,0,1,False
8794,0,0,True
11034,1,0,False
21600,0,1,False
2116,0,0,True
21422,0,1,False
21755,1,1,True
19241,0,1,False
7204,0,0,True
19105,0,1,False
15207,0,1,False
376,1,0,False
17236,0,1,False
9045,0,0,True
2070,1,0,False
809,1,0,False
11300,0,0,True
7906,1,0,False
399,0,0,True
11030,0,0,True
23506,0,1,False
14593,0,1,False
14825,0,1,False
13379,0,1,False
3625,0,0,True
24238,1,1,True
2971,1,0,False
8134,0,0,True
20251,0,1,False
17259,1,1,True
11813,1,0,False
16289,0,1,False
16500,0,1,False
3589,1,0,False
10890,1,0,False
1671,1,0,False
14309,1,1,True
14891,0,1,False
11099,0,0,True
6836,1,0,False
24630,1,1,True
13330,1,1,True
22971,1,1,True
9225,0,0,True
17173,0,1,False
22435,0,1,False
14133,0,1,False
15254,0,1,False
6560,0,0,True
20590,0,1,False
10195,1,0,False
18160,1,1,True
3238,0,0,True
7126,0,0,True
11641,1,0,False
15632,0,1,False
24987,0,1,False
20770,0,1,False
13062,1,1,True
6578,0,0,True
16147,1,1,True
21293,0,1,False
16626,0,1,False
15824,1,1,True
2649,1,0,False
11524,1,0,False
24886,0,1,False
2952,1,0,False
7604,1,0,False
5698,0,0,True
23095,0,1,False
15532,1,1,True
21445,1,1,True
245,0,0,True
11724,0,0,True
18074,1,1,True
14856,1,1,True
9684,0,0,True
12963,1,1,True
1733,0,0,True
7804,1,0,False
15438,1,1,True
18864,1,1,True
11391,0,0,True
14943,0,1,False
17608,1,1,True
21532,1,1,True
23984,0,1,False
7041,1,0,False
4247,0,0,True
8641,0,0,True
1452,0,0,True
13442,1,1,True
10192,0,0,True
12818,0,1,False
13204,0,1,False
10792,1,0,False
1549,1,0,False
19547,0,1,False
8696,1,0,False
9256,1,0,False
15681,0,1,False
979,0,0,True
18893,1,1,True
20878,1,1,True
10924,1,0,False
12848,0,1,False
22935,1,1,True
15056,1,1,True
10371,0,0,True
5808,0,0,True
6894,1,0,False
22111,0,1,False
14479,0,1,False
6921,1,0,False
23669,0,1,False
17059,0,1,False
4921,1,0,False
9356,1,0,False
2514,1,0,False
18631,1,1,True
1020,0,0,True
4475,1,0,False
1091,1,0,False
24566,1,1,True
16499,0,1,False
14512,0,1,False
3324,1,0,False
13876,1,1,True
20587,1,1,True
8015,1,0,False
4305,0,0,True
10404,1,0,False
18591,1,1,True
2052,0,0,True
1369,1,0,False
20771,1,1,True
23994,1,1,True
16839,1,1,True
23931,1,1,True
10005,0,0,True
14143,1,1,True
14130,0,1,False
20843,0,1,False
15956,0,1,False
6976,1,0,False
3381,0,0,True
20178,1,1,True
3241,1,0,False
8251,1,0,False
8837,0,0,True
22170,1,1,True
19435,0,1,False
24713,0,1,False
23527,0,1,False
12035,1,0,False
13057,1,1,True
5446,1,0,False
9386,0,0,True
3183,1,0,False
17079,0,1,False
10531,0,0,True
23162,1,1,True
4052,0,0,True
13905,0,1,False
1328,0,0,True
8035,0,0,True
22867,1,1,True
7062,0,0,True
23142,0,1,False
5456,1,0,False
13411,1,1,True
9963,0,0,True
21229,0,1,False
12175,0,0,True
17441,1,1,True
1381,1,0,False
14894,1,1,True
7953,1,0,False
12281,0,0,True
5161,1,0,False
1440,0,0,True
10130,0,0,True
17778,0,1,False
13946,0,1,False
11310,0,0,True
2168,1,0,False
14463,0,1,False
12541,0,1,False
24625,0,1,False
3232,0,0,True
18866,1,1,True
17705,1,1,True
15063,1,1,True
17215,0,1,False
24795,1,1,True
18182,0,1,False
22892,0,1,False
16606,1,1,True
14490,1,1,True
20921,1,1,True
23978,1,1,True
4131,1,0,False
5659,1,0,False
16843,1,1,True
16079,1,1,True
4819,0,0,True
23139,0,1,False
24449,0,1,False
17062,1,1,True
2681,0,0,True
23892,1,1,True
6533,1,0,False
6015,0,0,True
5888,1,0,False
16937,0,1,False
2880,1,0,False
20290,1,1,True
1999,0,0,True
22497,1,1,True
11557,1,0,False
5948,1,0,False
1735,0,0,True
18566,0,1,False
23377,0,1,False
20625,0,1,False
1565,1,0,False
24352,1,1,True
354,0,0,True
10408,0,0,True
5958,1,0,False
15786,0,1,False
5032,1,0,False
317,0,0,True
109,0,0,True
24143,1,1,True
22531,0,1,False
21322,0,1,False
11259,1,0,False
11468,1,0,False
4413,1,0,False
323,1,0,False
16048,1,1,True
12108,1,0,False
9055,0,0,True
21502,1,1,True
12305,1,0,False
9964,1,0,False
1010,0,0,True
16342,0,1,False
4104,1,0,False
5823,1,0,False
6915,0,0,True
20230,0,1,False
6401,1,0,False
2701,1,0,False
6949,1,0,False
23858,0,1,False
3081,1,0,False
15799,0,1,False
19646,1,1,True
9976,0,0,True
20390,1,1,True
14495,1,1,True
22483,0,1,False
17860,0,1,False
14197,1,1,True
1742,0,0,True
5097,1,0,False
17168,0,1,False
5682,1,0,False
21200,0,1,False
17849,0,1,False
5252,0,0,True
24431,0,1,False
9354,0,0,True
14959,1,1,True
5435,0,0,True
11529,1,0,False
3333,0,0,True
22414,0,1,False
14367,1,1,True
5820,0,0,True
14206,0,1,False
9021,1,0,False
18187,0,1,False
18471,1,1,True
20213,1,1,True
2963,1,0,False
9364,1,0,False
12314,1,0,False
15014,0,1,False
11518,1,0,False
3732,1,0,False
14033,1,1,True
8045,1,0,False
3126,1,0,False
13932,1,1,True
7999,0,0,True
23097,1,1,True
22808,1,1,True
16360,0,1,False
16873,1,1,True
18657,0,1,False
24257,0,1,False
39,0,0,True
2131,1,0,False
17336,1,1,True
15140,0,1,False
10518,0,0,True
19419,1,1,True
1986,0,0,True
9688,0,0,True
972,1,0,False
8662,1,0,False
18295,0,1,False
21045,0,1,False
996,0,0,True
21633,1,1,True
21401,0,1,False
17464,0,1,False
15103,1,1,True
5921,1,0,False
17940,1,1,True
23087,1,1,True
9350,1,0,False
1552,1,0,False
8306,0,0,True
4238,1,0,False
9027,1,0,False
21733,1,1,True
4203,0,0,True
3968,1,0,False
13171,1,1,True
3123,1,0,False
4625,0,0,True
14964,1,1,True
3761,1,0,False
20017,0,1,False
18355,0,1,False
8942,0,0,True
9508,1,0,False
3517,1,0,False
18262,0,1,False
10059,1,0,False
18954,0,1,False
4797,1,0,False
23400,1,1,True
23433,0,1,False
4139,1,0,False
14453,1,1,True
19456,0,1,False
23344,1,1,True
7180,0,0,True
21649,0,1,False
20027,1,1,True
19713,1,1,True
18260,1,1,True
21773,0,1,False
6636,0,0,True
3079,1,0,False
15954,0,1,False
6719,0,0,True
13811,0,1,False
17655,1,1,True
17803,0,1,False
7625,1,0,False
23101,1,1,True
12121,1,0,False
13217,0,1,False
14455,1,1,True
16511,1,1,True
19807,0,1,False
14824,1,1,True
6729,1,0,False
3694,0,0,True
18908,1,1,True
5396,0,0,True
19035,0,1,False
2727,1,0,False
11748,0,0,True
18844,1,1,True
10441,0,0,True
24264,0,1,False
18750,0,1,False
9182,0,0,True
15601,1,1,True
4365,0,0,True
20567,0,1,False
15520,1,1,True
13165,1,1,True
17926,1,1,True
22535,1,1,True
17910,0,1,False
3986,0,0,True
2753,1,0,False
20610,0,1,False
2630,1,0,False
22226,1,1,True
19578,1,1,True
10678,1,0,False
4348,0,0,True
18217,0,1,False
6559,0,0,True
13764,1,1,True
24309,0,1,False
8981,1,0,False
21111,1,1,True
16195,1,1,True
9223,0,0,True
18028,0,1,False
15365,0,1,False
9221,0,0,True
24401,1,1,True
24093,0,1,False
12757,1,1,True
15953,0,1,False
24189,1,1,True
20723,1,1,True
9704,0,0,True
5928,0,0,True
17282,0,1,False
14371,0,1,False
3371,1,0,False
22557,0,1,False
19585,0,1,False
542,1,0,False
4892,0,0,True
4699,0,0,True
11674,0,0,True
22,1,0,False
442,0,0,True
14777,0,1,False
22350,0,1,False
14118,1,1,True
14599,0,1,False
23103,1,1,True
2941,0,0,True
331,1,0,False
20812,1,1,True
6939,0,0,True
11896,0,0,True
19614,1,1,True
4988,1,0,False
23524,0,1,False
19444,0,1,False
10464,1,0,False
14486,1,1,True
5557,1,0,False
21474,1,1,True
14628,0,1,False
13826,0,1,False
24128,1,1,True
16962,0,1,False
20366,0,1,False
4326,0,0,True
1106,0,0,True
23644,0,1,False
777,0,0,True
117,0,0,True
12964,1,1,True
22805,0,1,False
9444,1,0,False
7814,1,0,False
8221,1,0,False
5886,1,0,False
13378,0,1,False
21077,1,1,True
23321,1,1,True
5876,1,0,False
403,0,0,True
18758,1,1,True
4995,0,0,True
5646,1,0,False
6974,0,0,True
17953,1,1,True
16940,1,1,True
1093,0,0,True
16250,0,1,False
4458,0,0,True
11875,0,0,True
23223,0,1,False
15215,0,1,False
13256,1,1,True
6273,0,0,True
21308,0,1,False
20687,1,1,True
7937,0,0,True
1128,1,0,False
4017,1,0,False
17510,1,1,True
12563,0,1,False
13991,1,1,True
993,0,0,True
1118,1,0,False
2919,0,0,True
16806,1,1,True
17121,1,1,True
5249,0,0,True
23044,1,1,True
24099,0,1,False
20128,1,1,True
14640,0,1,False
12429,1,0,False
6937,0,0,True
16461,0,1,False
4174,1,0,False
1601,1,0,False
11431,1,0,False
24164,0,1,False
23258,1,1,True
22550,0,1,False
1988,1,0,False
19935,1,1,True
13911,0,1,False
11090,0,0,True
2570,0,0,True
15752,1,1,True
12006,0,0,True
14017,1,1,True
5690,1,0,False
13103,0,1,False
15237,0,1,False
10764,1,0,False
9410,1,0,False
9852,1,0,False
17992,0,1,False
11228,1,0,False
13321,1,1,True
3184,0,0,True
24996,1,1,True
6973,1,0,False
3222,0,0,True
8795,0,0,True
4265,0,0,True
20168,0,1,False
4129,1,0,False
21655,1,1,True
13141,0,1,False
21595,1,1,True
17955,1,1,True
9731,1,0,False
4309,1,0,False
22353,1,1,True
9065,1,0,False
16454,0,1,False
9946,0,0,True
10259,0,0,True
17742,1,1,True
14748,1,1,True
5291,1,0,False
1934,1,0,False
17993,0,1,False
18545,0,1,False
5680,1,0,False
12064,0,0,True
8610,0,0,True
6123,1,0,False
16532,0,1,False
430,1,0,False
4559,1,0,False
24391,1,1,True
18878,0,1,False
17338,0,1,False
19955,0,1,False
21652,0,1,False
479,1,0,False
3738,1,0,False
14759,0,1,False
18737,1,1,True
11924,0,0,True
13674,0,1,False
17318,0,1,False
22327,0,1,False
16802,0,1,False
22884,0,1,False
12906,1,1,True
12135,1,0,False
10978,0,0,True
10608,0,0,True
12395,0,0,True
17106,1,1,True
15197,1,1,True
8959,1,0,False
18233,1,1,True
21145,1,1,True
10545,1,0,False
17524,1,1,True
24687,0,1,False
24552,1,1,True
12213,1,0,False
7164,1,0,False
16152,0,1,False
5741,1,0,False
5447,0,0,True
2293,0,0,True
12908,1,1,True
21938,0,1,False
2253,0,0,True
19223,0,1,False
23596,1,1,True
2800,0,0,True
17546,1,1,True
2986,0,0,True
15120,0,1,False
1935,1,0,False
12752,0,1,False
4427,1,0,False
17251,1,1,True
13397,1,1,True
19464,0,1,False
13885,1,1,True
7380,0,0,True
1415,0,0,True
19470,0,1,False
2176,0,0,True
20731,0,1,False
9956,1,0,False
9713,0,0,True
16674,1,1,True
13309,0,1,False
12272,1,0,False
12143,1,0,False
1773,0,0,True
22909,1,1,True
15072,1,1,True
16244,1,1,True
21819,0,1,False
6922,1,0,False
1829,0,0,True
18125,1,1,True
3645,0,0,True
9675,1,0,False
10929,0,0,True
11187,1,0,False
6793,1,0,False
4870,1,0,False
16107,1,1,True
520,0,0,True
2472,0,0,True
22247,0,1,False
11703,0,0,True
13559,0,1,False
13998,0,1,False
10480,0,0,True
15576,1,1,True
9510,0,0,True
10807,0,0,True
21887,0,1,False
10415,1,0,False
19157,0,1,False
16924,1,1,True
16727,0,1,False
20167,0,1,False
6827,0,0,True
11608,1,0,False
19472,0,1,False
7456,1,0,False
15423,0,1,False
6875,0,0,True
13004,1,1,True
5181,0,0,True
14408,1,1,True
1197,1,0,False
20604,0,1,False
3734,0,0,True
5413,1,0,False
10425,0,0,True
13224,0,1,False
4440,0,0,True
23562,0,1,False
21421,1,1,True
2442,0,0,True
6010,0,0,True
23592,1,1,True
1770,0,0,True
23406,0,1,False
4038,1,0,False
11622,0,0,True
878,1,0,False
7516,1,0,False
21197,1,1,True
12506,1,1,True
22087,0,1,False
2436,1,0,False
5571,0,0,True
7529,1,0,False
338,0,0,True
21933,1,1,True
14665,0,1,False
19023,1,1,True
20087,0,1,False
10933,0,0,True
23078,0,1,False
21333,0,1,False
19473,1,1,True
18518,0,1,False
14554,0,1,False
20392,1,1,True
24828,1,1,True
19263,1,1,True
13775,0,1,False
892,1,0,False
24633,0,1,False
4904,0,0,True
18979,0,1,False
6290,1,0,False
7324,0,0,True
19255,0,1,False
1626,1,0,False
5882,1,0,False
12751,1,1,True
13924,1,1,True
5837,1,0,False
23708,1,1,True
17358,0,1,False
4785,0,0,True
9428,0,0,True
19323,1,1,True
7957,1,0,False
14266,1,1,True
18962,0,1,False
6197,1,0,False
24565,0,1,False
4856,1,0,False
24551,0,1,False
3003,1,0,False
2317,0,0,True
2735,1,0,False
17096,0,1,False
16243,0,1,False
21188,1,1,True
23047,0,1,False
24315,1,1,True
12246,0,0,True
22996,1,1,True
12426,0,0,True
5073,1,0,False
22252,1,1,True
5521,0,0,True
21825,1,1,True
16196,0,1,False
2961,1,0,False
18595,0,1,False
2118,1,0,False
207,0,0,True
6756,1,0,False
838,0,0,True
4899,1,0,False
22227,1,1,True
19478,0,1,False
12550,0,1,False
22561,1,1,True
21730,1,1,True
11606,0,0,True
13845,1,1,True
141,1,0,False
1638,0,0,True
12282,1,0,False
24178,1,1,True
20716,1,1,True
24549,1,1,True
7288,0,0,True
17008,0,1,False
3155,0,0,True
1089,1,0,False
20302,0,1,False
21800,0,1,False
13786,1,1,True
12785,0,1,False
3796,0,0,True
23949,1,1,True
17834,0,1,False
10996,1,0,False
13720,0,1,False
17301,0,1,False
20783,0,1,False
23287,0,1,False
24211,1,1,True
17533,1,1,True
8008,1,0,False
23242,0,1,False
7359,1,0,False
17867,0,1,False
1318,1,0,False
5110,0,0,True
7245,1,0,False
11073,0,0,True
13322,0,1,False
11383,0,0,True
4384,1,0,False
19880,1,1,True
13835,1,1,True
3512,1,0,False
14557,1,1,True
23883,0,1,False
23381,1,1,True
24003,1,1,True
6447,1,0,False
16867,1,1,True
21346,1,1,True
15030,1,1,True
13665,1,1,True
23482,1,1,True
7669,1,0,False
18781,1,1,True
6112,1,0,False
1304,0,0,True
953,1,0,False
14136,0,1,False
19160,0,1,False
20494,1,1,True
1619,1,0,False
11537,0,0,True
24702,1,1,True
19793,0,1,False
23115,0,1,False
12658,1,1,True
1925,0,0,True
22297,0,1,False
14882,1,1,True
24717,1,1,True
511,1,0,False
21309,1,1,True
18949,0,1,False
8862,0,0,True
14637,1,1,True
21379,1,1,True
14089,1,1,True
17344,1,1,True
16266,0,1,False
22339,0,1,False
21272,0,1,False
22166,0,1,False
8972,0,0,True
133,0,0,True
5357,1,0,False
24503,1,1,True
2807,0,0,True
19874,0,1,False
14440,0,1,False
15958,1,1,True
22345,0,1,False
8835,0,0,True
2715,1,0,False
19313,1,1,True
16128,0,1,False
23036,1,1,True
6911,0,0,True
10174,1,0,False
9834,1,0,False
21352,0,1,False
24340,1,1,True
3205,1,0,False
24075,0,1,False
21313,0,1,False
22215,1,1,True
1804,1,0,False
18961,1,1,True
11571,1,0,False
6139,1,0,False
6097,1,0,False
3246,0,0,True
3008,0,0,True
23033,1,1,True
24410,1,1,True
3979,1,0,False
2108,1,0,False
19316,1,1,True
2636,0,0,True
8542,0,0,True
13990,1,1,True
9896,1,0,False
22295,0,1,False
17179,1,1,True
1853,0,0,True
20297,0,1,False
16920,0,1,False
13687,1,1,True
149,0,0,True
22525,0,1,False
8267,1,0,False
22605,0,1,False
7988,0,0,True
11514,1,0,False
10914,1,0,False
22709,1,1,True
3668,0,0,True
3939,0,0,True
17620,0,1,False
20673,0,1,False
20219,1,1,True
12352,1,0,False
3784,1,0,False
3579,0,0,True
8040,1,0,False
936,1,0,False
21715,1,1,True
20937,0,1,False
9919,0,0,True
3988,1,0,False
21821,1,1,True
334,0,0,True
12692,0,1,False
1372,0,0,True
8466,1,0,False
3582,1,0,False
14000,1,1,True
6379,1,0,False
11155,0,0,True
12241,0,0,True
18628,1,1,True
21636,0,1,False
11489,1,0,False
4185,0,0,True
14758,0,1,False
7871,1,0,False
12421,0,0,True
15795,0,1,False
19373,0,1,False
4644,1,0,False
4449,0,0,True
11968,0,0,True
5725,1,0,False
20039,1,1,True
15344,1,1,True
7693,0,0,True
115,0,0,True
13147,0,1,False
12759,0,1,False
3472,1,0,False
11493,1,0,False
2608,1,0,False
23680,0,1,False
22488,1,1,True
24807,1,1,True
21284,1,1,True
8718,0,0,True
1354,0,0,True
20781,1,1,True
15517,1,1,True
9248,1,0,False
13267,1,1,True
12262,0,0,True
2685,1,0,False
9509,0,0,True
16850,0,1,False
12191,1,0,False
24199,0,1,False
12735,1,1,True
14467,0,1,False
3856,1,0,False
1506,0,0,True
14373,0,1,False
14576,0,1,False
15416,1,1,True
12793,1,1,True
14169,1,1,True
2518,0,0,True
16067,0,1,False
19075,0,1,False
22107,0,1,False
20933,0,1,False
1633,0,0,True
18290,0,1,False
22061,1,1,True
22324,1,1,True
14795,1,1,True
11191,1,0,False
2976,1,0,False
10927,1,0,False
17188,0,1,False
9981,0,0,True
5466,1,0,False
2677,0,0,True
11452,1,0,False
7283,1,0,False
7170,1,0,False
9329,0,0,True
119,1,0,False
11756,0,0,True
24375,0,1,False
13641,0,1,False
20469,1,1,True
23100,1,1,True
24614,0,1,False
17314,0,1,False
15084,1,1,True
8289,1,0,False
3593,0,0,True
12956,1,1,True
16403,0,1,False
605,1,0,False
8870,1,0,False
17664,1,1,True
22673,1,1,True
24280,0,1,False
2805,1,0,False
2333,0,0,True
1607,0,0,True
19964,1,1,True
22999,1,1,True
14530,0,1,False
22018,0,1,False
17480,0,1,False
15510,0,1,False
6954,1,0,False
9683,0,0,True
1068,0,0,True
10334,1,0,False
772,0,0,True
23877,1,1,True
20717,1,1,True
21968,1,1,True
11776,0,0,True
22980,0,1,False
23376,0,1,False
5951,0,0,True
13596,0,1,False
16881,1,1,True
15196,0,1,False
2627,0,0,True
13052,1,1,True
4463,1,0,False
3374,0,0,True
1074,1,0,False
3337,1,0,False
10048,1,0,False
19104,1,1,True
4535,1,0,False
24680,0,1,False
11104,1,0,False
19384,0,1,False
17315,0,1,False
23633,0,1,False
7597,1,0,False
19311,1,1,True
24874,1,1,True
18320,0,1,False
1411,1,0,False
19303,1,1,True
15875,1,1,True
22599,0,1,False
14087,0,1,False
186,0,0,True
16194,0,1,False
20223,0,1,False
18052,1,1,True
20409,0,1,False
4442,1,0,False
1028,1,0,False
24581,0,1,False
16625,1,1,True
4227,0,0,True
8876,1,0,False
24618,0,1,False
2755,1,0,False
577,1,0,False
12138,1,0,False
23001,1,1,True
7121,1,0,False
22017,0,1,False
16618,1,1,True
414,1,0,False
2719,1,0,False
1951,1,0,False
13573,1,1,True
20401,1,1,True
6214,0,0,True
19080,1,1,True
7651,0,0,True
21916,1,1,True
15206,0,1,False
17623,0,1,False
2187,0,0,True
19515,1,1,True
18178,0,1,False
18813,1,1,True
8483,0,0,True
4220,1,0,False
954,1,0,False
24338,0,1,False
398,0,0,True
11801,1,0,False
9636,0,0,True
14998,1,1,True
23976,1,1,True
173,0,0,True
1739,0,0,True
7325,1,0,False
14952,1,1,True
2125,0,0,True
19934,0,1,False
4528,1,0,False
7487,1,0,False
5074,0,0,True
22747,1,1,True
20680,1,1,True
764,1,0,False
1963,1,0,False
19851,1,1,True
2750,1,0,False
16951,1,1,True
12960,1,1,True
17985,1,1,True
8508,0,0,True
11876,1,0,False
2875,1,0,False
20491,0,1,False
22104,1,1,True
8918,0,0,True
21046,0,1,False
11523,1,0,False
801,1,0,False
10042,1,0,False
23801,1,1,True
22692,1,1,True
8598,1,0,False
9687,1,0,False
24595,1,1,True
19700,0,1,False
12620,1,1,True
17118,1,1,True
10105,0,0,True
15095,0,1,False
1838,1,0,False
3985,0,0,True
18535,1,1,True
12163,1,0,False
13218,1,1,True
15483,0,1,False
5927,0,0,True
13328,0,1,False
21613,1,1,True
9235,0,0,True
6523,1,0,False
20377,0,1,False
2646,1,0,False
20353,1,1,True
18122,1,1,True
21373,0,1,False
15385,0,1,False
17302,1,1,True
1460,1,0,False
24460,1,1,True
2758,1,0,False
8691,1,0,False
8796,1,0,False
13918,0,1,False
9795,0,0,True
8493,1,0,False
355,1,0,False
11052,1,0,False
14743,0,1,False
2804,1,0,False
13130,1,1,True
23159,1,1,True
10267,1,0,False
19019,0,1,False
9918,0,0,True
2793,0,0,True
18275,0,1,False
13231,1,1,True
11446,0,0,True
2396,1,0,False
9853,1,0,False
11192,1,0,False
10325,0,0,True
13521,1,1,True
1760,0,0,True
8319,1,0,False
294,1,0,False
23848,1,1,True
17894,0,1,False
8410,1,0,False
6732,0,0,True
11179,0,0,True
11416,1,0,False
22721,1,1,True
19308,0,1,False
2285,1,0,False
24299,1,1,True
5705,0,0,True
2407,1,0,False
1558,0,0,True
10324,0,0,True
23605,1,1,True
12822,1,1,True
6361,0,0,True
15655,1,1,True
14138,0,1,False
2477,1,0,False
21194,0,1,False
21344,1,1,True
13517,0,1,False
4550,0,0,True
4076,1,0,False
3745,1,0,False
16091,0,1,False
21449,1,1,True
18842,1,1,True
